arcog	Pathway	GeneID	Gene	COG	PFAM	CD	TIGR	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
11503	arCOG15130	S	-	Uncharacterized membrane protein	SC.01024																																																	
11504	arCOG14376	S	-	Uncharacterized membrane protein																																																		
11505	arCOG12720	S	-	Uncharacterized membrane protein																																																		
11506	arCOG12721	S	-	Uncharacterized membrane protein																																																		
11507	arCOG15134	S	-	Uncharacterized protein																																																		
11508	arCOG15135	S	-	Uncharacterized protein																																																		
11509	arCOG15136	S	-	Uncharacterized protein																																																		
11510	arCOG15137	S	-	Uncharacterized membrane protein																																																		
11511	arCOG11496	S	-	Zn finger protein, C2C2 type																																																		
11512	arCOG11497	R	-	Uncharacterized membrane protein, a component of a putative secretion system																																																		
11513	arCOG11498	S	-	Uncharacterized protein	SC.00543																																																	
11514	arCOG12729	S	-	Uncharacterized membrane protein																																																		
11515	arCOG15142	S	-	Uncharacterized membrane protein																																																		
11516	arCOG11501	S	-	Uncharacterized protein	SC.00973																																																	
11517	arCOG13975	S	-	Uncharacterized protein																																																		
11518	arCOG15145	S	-	Uncharacterized membrane protein																																																		
11519	arCOG15146	S	-	Uncharacterized membrane protein																																																		
11520	arCOG11907	P	-	Fe-S metabolizm associated domain		pfam02657		TIGR03391																																														
11521	arCOG13980	S	-	Uncharacterized protein																																																		
11522	arCOG11508	S	-	Uncharacterized protein	SC.00580																																																	
11523	arCOG11509	S	-	Uncharacterized protein																																																		
11524	arCOG15151	S	-	Uncharacterized membrane protein																																																		
11525	arCOG15152	S	-	Uncharacterized membrane protein																																																		
11526	arCOG11512	S	-	Uncharacterized protein																																																		
11527	arCOG12744	S	-	Uncharacterized protein		pfam13182																																																
11528	arCOG11514	S	-	Uncharacterized protein																																																		
11529	arCOG15156	S	-	Uncharacterized protein																																																		
11530	arCOG15157	S	-	Uncharacterized membrane protein																																																		
11531	arCOG11919	S	-	Uncharacterized protein																																																		
11532	arCOG15159	S	-	Uncharacterized protein																																																		
11533	arCOG15160	S	-	Uncharacterized protein																																																		
11534	arCOG13998	S	-	Uncharacterized protein																																																		
11535	arCOG11521	S	-	Uncharacterized protein																																																		
11536	arCOG11522	S	-	Uncharacterized protein																																																		
11537	arCOG15164	S	-	Uncharacterized protein																																																		
11538	arCOG12755	V	-	"CRISPR-Cas system subtype I-B-variant associated protein, predicted large subunit"																																																		
11539	arCOG14003	S	-	Uncharacterized protein																																																		
11540	arCOG14004	S	-	Uncharacterized protein																																																		
11541	arCOG15168	P	-	Sulfurtransferase TusA famiy	COG00425																																																	
11542	arCOG15169	S	-	Uncharacterized protein																																																		
11543	arCOG15170	S	-	Uncharacterized membrane protein																																																		
11544	arCOG15171	S	-	Uncharacterized membrane protein																																																		
11545	arCOG15172	S	-	Uncharacterized protein																																																		
11546	arCOG15173	S	-	Uncharacterized protein																																																		
11547	arCOG12764	S	-	Uncharacterized membrane protein																																																		
11548	arCOG15175	S	-	Uncharacterized membrane protein																																																		
11549	arCOG12766	S	-	Uncharacterized protein																																																		
11550	arCOG15177	S	-	Uncharacterized protein																																																		
11551	arCOG12768	S	-	Uncharacterized protein																																																		
11552	arCOG15179	S	-	Uncharacterized protein																																																		
11553	arCOG15180	S	-	Uncharacterized protein																																																		
11554	arCOG15181	X	-	Transposase ISTsi1 associated domain	SC.01023																																																	
11555	arCOG15182	S	-	Uncharacterized protein																																																		
11556	arCOG11545	S	-	Uncharacterized membrane protein																																																		
11557	arCOG15184	S	-	Uncharacterized protein																																																		
11558	arCOG12780	S	-	Uncharacterized protein																																																		
11559	arCOG15186	S	-	Uncharacterized membrane protein	SC.00946																																																	
11560	arCOG15187	S	-	Uncharacterized membrane protein																																																		
11561	arCOG11550	S	-	Uncharacterized protein																																																		
11562	arCOG15189	S	-	Uncharacterized membrane protein	SC.00959																																																	
11563	arCOG11552	S	-	Uncharacterized membrane protein																																																		
11564	arCOG15191	S	-	Uncharacterized membrane protein																																																		
11565	arCOG15192	S	-	Uncharacterized protein																																																		
11566	arCOG11555	S	-	Uncharacterized protein																																																		
11567	arCOG11557	X	-	ATPase involved in phage/plasmid replication	COG03378																																																	
11568	arCOG11559	S	-	Uncharacterized membrane protein	SC.00974																																																	
11569	arCOG12792	S	-	Uncharacterized protein																																																		
11570	arCOG14445	S	-	Uncharacterized protein																																																		
11571	arCOG11562	S	-	Zn finger protein, C2C2 type																																																		
11572	arCOG15200	S	-	Uncharacterized protein																																																		
11573	arCOG11564	S	-	Uncharacterized membrane protein																																																		
11574	arCOG11565	S	-	Uncharacterized protein																																																		
11575	arCOG12798	S	-	Uncharacterized protein																																																		
11576	arCOG15204	S	-	Uncharacterized protein																																																		
11577	arCOG15205	S	-	Uncharacterized protein																																																		
11578	arCOG11569	S	-	Uncharacterized membrane protein	SC.00975																																																	
11579	arCOG15207	S	-	Uncharacterized protein																																																		
11580	arCOG15208	S	-	Uncharacterized protein																																																		
11581	arCOG15209	S	-	Uncharacterized protein																																																		
11582	arCOG14050	S	-	Uncharacterized protein																																																		
11583	arCOG15211	S	-	Uncharacterized protein																																																		
11584	arCOG11576	S	-	Uncharacterized protein, DUF2589 family		pfam11655																																																
11585	arCOG15213	S	-	Uncharacterized protein																																																		
11586	arCOG15214	S	-	Uncharacterized protein																																																		
11587	arCOG14055	S	-	Uncharacterized protein																																																		
11588	arCOG15216	S	-	Uncharacterized protein	SC.00848																																																	
11589	arCOG15217	S	-	Uncharacterized protein																																																		
11590	arCOG12814	S	-	Uncharacterized protein																																																		
11591	arCOG15219	S	-	Uncharacterized protein	SC.00954																																																	
11592	arCOG15220	S	-	Uncharacterized protein	SC.01005																																																	
11593	arCOG15221	S	-	Uncharacterized protein																																																		
11594	arCOG15222	S	-	Uncharacterized protein	SC.01007																																																	
11595	arCOG14064	S	-	Uncharacterized protein																																																		
11596	arCOG15224	S	-	Uncharacterized protein	SC.00907																																																	
11597	arCOG15225	S	-	Uncharacterized protein																																																		
11598	arCOG11590	R	-	SAM-dependent RNA methyltransferases		pfam04378																																																
11599	arCOG11591	S	-	Uncharacterized protein																																																		
11600	arCOG15229	S	-	Uncharacterized protein																																																		
11601	arCOG15230	S	-	Uncharacterized protein																																																		
11602	arCOG14073	S	-	Uncharacterized protein																																																		
11603	arCOG11595	S	-	Uncharacterized protein																																																		
11604	arCOG15234	S	-	Uncharacterized protein																																																		
11605	arCOG11597	S	-	Uncharacterized protein																																																		
11606	arCOG11598	S	-	Uncharacterized protein																																																		
11607	arCOG14080	S	-	Uncharacterized protein																																																		
11608	arCOG14083	R	-	"CHAT domain containing protein, caspase family peptidase"		pfam12770																																																
11609	arCOG11601	S	-	Uncharacterized protein																																																		
11610	arCOG15240	S	-	Uncharacterized protein																																																		
11611	arCOG14089	S	-	Uncharacterized protein																																																		
11612	arCOG15242	S	-	Uncharacterized protein																																																		
11613	arCOG11605	S	-	Uncharacterized protein																																																		
11614	arCOG15244	S	-	Uncharacterized protein	SC.00757																																																	
11615	arCOG15245	S	-	Uncharacterized protein																																																		
11616	arCOG11610	S	-	Uncharacterized membrane protein																																																		
11617	arCOG15247	S	-	Uncharacterized protein																																																		
11618	arCOG12849	C		Acylphosphatase family protein	COG01254																																																	
11619	arCOG11614	S	-	Uncharacterized protein																																																		
11620	arCOG14100	R	-	"SIR2 superfamily protein, predicted nuclease"	COG00846	pfam13289																																																
11621	arCOG12852	S	-	Uncharacterized protein																																																		
11622	arCOG15252	S	-	Uncharacterized protein																																																		
11623	arCOG12023	S	-	Uncharacterized protein																																																		
11624	arCOG15253	S	-	Uncharacterized protein																																																		
11625	arCOG11620	S	-	Uncharacterized protein																																																		
11626	arCOG15256	S	-	Uncharacterized protein																																																		
11627	arCOG11622	S	-	Uncharacterized protein																																																		
11628	arCOG11623	S	-	Uncharacterized membrane protein																																																		
11629	arCOG15259	S	-	Uncharacterized protein																																																		
11630	arCOG15260	S	-	Uncharacterized protein																																																		
11631	arCOG12864	S	-	Uncharacterized protein																																																		
11632	arCOG12866	S	-	Uncharacterized membrane protein																																																		
11633	arCOG11628	S	-	Uncharacterized protein	SC.00978																																																	
11634	arCOG15264	S	-	Uncharacterized protein	SC.01026																																																	
11635	arCOG11630	S	-	Uncharacterized protein	SC.00978																																																	
11636	arCOG11631	S	-	Uncharacterized membrane protein																																																		
11637	arCOG11632	V	-	PIWI domain containing protein			cd04659																																															
11638	arCOG11633	S	-	Uncharacterized membrane protein																																																		
11639	arCOG12873	S	-	Uncharacterized membrane protein																																																		
11640	arCOG15270	L	-	PolB family polymerase	COG00417																																																	
11641	arCOG14123	S	-	Uncharacterized protein																																																		
11642	arCOG12876	S	-	Uncharacterized protein																																																		
11643	arCOG12878	S	-	PaRep2b family protein		pfam07775																																																
11644	arCOG12879	S	-	Uncharacterized protein																																																		
11645	arCOG12880	S	-	Uncharacterized membrane protein																																																		
11646	arCOG12881	S	-	Uncharacterized protein																																																		
11647	arCOG12882	S	-	Uncharacterized protein																																																		
11648	arCOG14130	S	-	Uncharacterized protein																																																		
11649	arCOG15279	R	-	Peptidase C13/C14 family fused to C2 Calpain domain																																																		
11650	arCOG11647	S	-	Uncharacterized membrane protein																																																		
11651	arCOG15281	R		Thiamine monophosphate kinase ThiL distant homolog																																																		
11652	arCOG12887	S	-	Uncharacterized protein	SC.00998																																																	
11653	arCOG12888	S	-	Uncharacterized protein																																																		
11654	arCOG12889	S	-	Uncharacterized protein	SC.00691																																																	
11655	arCOG13308	S	-	Uncharacterized protein																																																		
11656	arCOG13309	S	-	Uncharacterized protein																																																		
11657	arCOG12892	S	-	Uncharacterized protein																																																		
11658	arCOG12893	S	-	Uncharacterized protein																																																		
11659	arCOG14142	S	-	Uncharacterized protein																																																		
11660	arCOG14143	S	-	Uncharacterized protein																																																		
11661	arCOG12065	S	-	Uncharacterized protein																																																		
11662	arCOG11659	S	-	Uncharacterized protein																																																		
11663	arCOG12067	S	-	Uncharacterized membrane protein																																																		
11664	arCOG14147	S	-	Uncharacterized protein		pfam14103																																																
11665	arCOG14148	R	-	"Uncharacterized membrane protein, a component of a putative secretion system"																																																		
11666	arCOG11663	S	-	Uncharacterized protein																																																		
11667	arCOG11664	S	-	Uncharacterized protein																																																		
11668	arCOG14151	S	-	Uncharacterized protein																																																		
11669	arCOG14152	S	-	Uncharacterized protein	SC.00924																																																	
11670	arCOG12905	S	-	Uncharacterized protein	SC.00998																																																	
11671	arCOG11668	S	-	Uncharacterized membrane protein																																																		
11672	arCOG14155	S	-	Uncharacterized membrane protein																																																		
11673	arCOG12909	S	-	Uncharacterized protein																																																		
11674	arCOG12910	S	-	Uncharacterized protein																																																		
11675	arCOG12911	S	-	Uncharacterized protein																																																		
11676	arCOG12912	S	-	Uncharacterized protein																																																		
11677	arCOG11675	S	-	Uncharacterized protein																																																		
11678	arCOG14164	S	-	Uncharacterized membrane protein																																																		
11679	arCOG14165	S	-	Uncharacterized membrane protein																																																		
11680	arCOG12085	S	-	Uncharacterized protein																																																		
11681	arCOG13354	S	-	Uncharacterized protein																																																		
11682	arCOG13355	S	-	Uncharacterized membrane protein																																																		
11683	arCOG12090	S	-	Uncharacterized protein																																																		
11684	arCOG12925	S	-	"Uncharacterized protein, associated with polymorphic toxin loci"																																																		
11685	arCOG12926	S	-	Uncharacterized membrane protein																																																		
11686	arCOG12506	S	-	Uncharacterized protein																																																		
11687	arCOG13360	S	-	Uncharacterized protein	SC.01003																																																	
11688	arCOG12929	S	-	"Uncharacterized protein, DUF2023 family"		pfam09633																																																
11689	arCOG12930	E	-	Zinc-dependent metalloproteinase		pfam05572	cd04275	TIGR03952																																														
11690	arCOG14179	S	-	Uncharacterized protein																																																		
11691	arCOG12100	S	-	Uncharacterized protein																																																		
11692	arCOG11690	S	-	Uncharacterized protein																																																		
11693	arCOG14182	S	-	Uncharacterized protein																																																		
11694	arCOG12935	S	-	Uncharacterized protein																																																		
11695	arCOG11693	S	-	Uncharacterized protein																																																		
11696	arCOG14186	S	-	Uncharacterized protein																																																		
11697	arCOG12938	S	-	Uncharacterized protein																																																		
11698	arCOG12939	S	-	Uncharacterized protein		pfam04454																																																
11699	arCOG11697	S	-	Uncharacterized membrane protein																																																		
11700	arCOG12941	S	-	Uncharacterized protein																																																		
11701	arCOG12942	S	-	Uncharacterized protein																																																		
11702	arCOG11701	S	-	Uncharacterized protein																																																		
11703	arCOG12944	S	-	Uncharacterized protein																																																		
11704	arCOG11703	S	-	Uncharacterized membrane protein																																																		
11705	arCOG11704	S	-	Uncharacterized protein																																																		
11706	arCOG11705	S	-	Uncharacterized protein																																																		
11707	arCOG11706	S	-	Uncharacterized membrane protein	SC.00981																																																	
11708	arCOG11707	S	-	Uncharacterized protein																																																		
11709	arCOG12952	S	-	Uncharacterized protein																																																		
11710	arCOG11709	S	-	Uncharacterized protein																																																		
11711	arCOG12120	S	-	Uncharacterized protein																																																		
11712	arCOG12955	V	-	Restriction endonuclease family protein		pfam09545																																																
11713	arCOG12956	S	-	Uncharacterized protein																																																		
11714	arCOG12957	S	-	Uncharacterized protein																																																		
11715	arCOG13393	S	-	Uncharacterized protein																																																		
11716	arCOG11715	S	-	Uncharacterized protein																																																		
11717	arCOG11716	S	-	Uncharacterized protein																																																		
11718	arCOG11717	V	-	Restriction endonuclease XhoI-like		pfam04555																																																
11719	arCOG11718	S	-	Uncharacterized protein																																																		
11720	arCOG14211	S	-	Uncharacterized protein																																																		
11721	arCOG11720	S	-	Uncharacterized protein																																																		
11722	arCOG11721	S	-	Uncharacterized protein																																																		
11723	arCOG12967	S	-	Uncharacterized protein																																																		
11724	arCOG11723	S	-	Uncharacterized protein																																																		
11725	arCOG13403	S	-	Uncharacterized protein																																																		
11726	arCOG11725	S	-	Uncharacterized protein																																																		
11727	arCOG11726	S	-	Uncharacterized protein																																																		
11728	arCOG12973	R	-	"Cell surface protein, a component of a putative secretion system"																																																		
11729	arCOG14221	S	-	Uncharacterized protein																																																		
11730	arCOG14222	S	-	Uncharacterized protein																																																		
11731	arCOG12976	S	-	Uncharacterized protein																																																		
11732	arCOG14224	S	-	Uncharacterized protein																																																		
11733	arCOG11732	S	-	Uncharacterized protein																																																		
11734	arCOG11733	S	-	Uncharacterized protein																																																		
11735	arCOG12980	S	-	Uncharacterized protein																																																		
11736	arCOG12147	S	-	Uncharacterized protein																																																		
11737	arCOG13418	S	-	Uncharacterized protein																																																		
11738	arCOG14233	S	-	Uncharacterized protein																																																		
11739	arCOG14234	S	-	Uncharacterized protein																																																		
11740	arCOG14235	S	-	Uncharacterized protein																																																		
11741	arCOG14236	S	-	Uncharacterized protein																																																		
11742	arCOG12154	S	-	Uncharacterized membrane protein																																																		
11743	arCOG14625	S	-	Uncharacterized protein																																																		
11744	arCOG12994	S	-	Uncharacterized protein																																																		
11745	arCOG12157	S	-	Uncharacterized protein																																																		
11746	arCOG13430	S	-	Uncharacterized protein																																																		
11747	arCOG14629	S	-	Uncharacterized membrane protein																																																		
11748	arCOG14246	S	-	Uncharacterized membrane protein																																																		
11749	arCOG12161	S	-	Zn finger protein, C2C2 type"																																																		
11750	arCOG11750	S	-	Uncharacterized protein																																																		
11751	arCOG11751	S	-	Uncharacterized protein																																																		
11752	arCOG14252	S	-	Uncharacterized protein																																																		
11753	arCOG14253	S	-	Uncharacterized protein																																																		
11754	arCOG13004	S	-	Uncharacterized protein																																																		
11755	arCOG13005	S	-	Uncharacterized protein																																																		
11756	arCOG13006	S	-	Uncharacterized protein	SC.00617																																																	
11757	arCOG11757	S	-	Uncharacterized protein																																																		
11758	arCOG12169	S	-	Uncharacterized protein																																																		
11759	arCOG11759	S	-	Uncharacterized protein																																																		
11760	arCOG14261	S	-	Uncharacterized protein																																																		
11761	arCOG12592	S	-	Uncharacterized membrane protein																																																		
11762	arCOG13014	S	-	Uncharacterized protein																																																		
11763	arCOG13015	S	-	"Uncharacterized protein, DUF4242 family"		pfam14026																																																
11764	arCOG14265	S	-	Uncharacterized membrane protein	SC.01013																																																	
11765	arCOG11766	S	-	Uncharacterized protein																																																		
11766	arCOG13018	S	-	Uncharacterized protein																																																		
11767	arCOG13452	S	-	Uncharacterized protein																																																		
11768	arCOG12179	S	-	Uncharacterized protein																																																		
11769	arCOG12180	S	-	Uncharacterized protein																																																		
11770	arCOG13455	V	-	"HicB family component of toxin-antitoxin system, antitoxin, predicted inactivated nuclease of the RNAse H fold"	COG01598																																																	
11771	arCOG13023	S	-	Uncharacterized protein																																																		
11772	arCOG13460	S	-	Uncharacterized membrane protein																																																		
11773	arCOG11775	S	-	Uncharacterized protein																																																		
11774	arCOG13027	S	-	Uncharacterized protein																																																		
11775	arCOG13028	R	-	Alpha/beta hydrolase family enzyme		pfam12695																																																
11776	arCOG12187	S	-	Uncharacterized membrane protein																																																		
11777	arCOG11781	S	-	Uncharacterized protein																																																		
11778	arCOG11782	S	-	Uncharacterized protein																																																		
11779	arCOG11783	S	-	Uncharacterized membrane protein																																																		
11780	arCOG11784	M	-	Extracellular solute binding protein		pfam03480	cd13603	TIGR00787																																														
11781	arCOG11785	S	-	Uncharacterized protein	SC.00983																																																	
11782	arCOG11787	S	-	Uncharacterized membrane protein																																																		
11783	arCOG13037	S	-	Uncharacterized protein																																																		
11784	arCOG14288	S	-	Uncharacterized membrane protein																																																		
11785	arCOG14289	S	-	Uncharacterized protein																																																		
11786	arCOG14290	S	-	Uncharacterized protein																																																		
11787	arCOG14291	S	-	Uncharacterized protein																																																		
11788	arCOG11793	S	-	Uncharacterized protein																																																		
11789	arCOG11794	S	-	Uncharacterized protein		pfam13589																																																
11790	arCOG13045	S	-	Uncharacterized protein																																																		
11791	arCOG11796	S	-	Uncharacterized protein																																																		
11792	arCOG11797	S	-	Uncharacterized protein																																																		
11793	arCOG11798	S	-	Uncharacterized protein																																																		
11794	arCOG11799	S	-	Uncharacterized protein																																																		
11795	arCOG14299	S	-	Uncharacterized protein	SC.00851																																																	
11796	arCOG13051	S	-	Uncharacterized protein																																																		
11797	arCOG14301	S	-	Uncharacterized protein																																																		
11798	arCOG11806	S	-	Uncharacterized protein																																																		
11799	arCOG11808	S	-	Uncharacterized protein																																																		
11800	arCOG11809	S	-	Uncharacterized protein																																																		
11801	arCOG11810	S	-	Uncharacterized protein																																																		
11802	arCOG12218	S	-	Uncharacterized protein																																																		
11803	arCOG13058	S	-	Uncharacterized protein																																																		
11804	arCOG13059	S	-	Uncharacterized protein																																																		
11805	arCOG11814	S	-	Uncharacterized protein																																																		
11806	arCOG12224	S	-	Uncharacterized protein																																																		
11807	arCOG13498	S	-	Uncharacterized membrane protein																																																		
11808	arCOG14691	S	-	"Uncharacterized membrane protein, DUF1846 family"		pfam08903																																																
11809	arCOG12651	X	-	Phage associated protein		pfam13620																																																
11810	arCOG12229	S	-	Uncharacterized protein																																																		
11811	arCOG12230	S	-	Uncharacterized protein																																																		
11812	arCOG13068	S	-	Uncharacterized protein																																																		
11813	arCOG13069	S	-	Uncharacterized protein																																																		
11814	arCOG13070	S	-	Uncharacterized protein																																																		
11815	arCOG13072	S	-	Uncharacterized protein	SC.00882																																																	
11816	arCOG13507	S	-	Uncharacterized membrane protein																																																		
11817	arCOG13508	S	-	Uncharacterized membrane protein																																																		
11818	arCOG14323	S	-	Uncharacterized protein																																																		
11819	arCOG13076	S	-	Uncharacterized protein																																																		
11820	arCOG14325	S	-	Uncharacterized protein																																																		
11821	arCOG13078	S	-	Uncharacterized protein																																																		
11822	arCOG14327	S	-	Uncharacterized protein																																																		
11823	arCOG12250	S	-	Uncharacterized protein																																																		
11824	arCOG13517	S	-	Uncharacterized membrane protein																																																		
11825	arCOG12253	S	-	Uncharacterized protein																																																		
11826	arCOG12670	S	-	Uncharacterized protein																																																		
11827	arCOG14332	S	-	Uncharacterized protein																																																		
11828	arCOG11844	S	-	Uncharacterized membrane protein																																																		
11829	arCOG13086	S	-	Uncharacterized protein																																																		
11830	arCOG13087	S	-	Uncharacterized protein																																																		
11831	arCOG11848	S	-	Predicted membrane-bound metal-dependent hydrolase	COG01988	pfam04307																																																
11832	arCOG13089	S	-	Uncharacterized protein																																																		
11833	arCOG11850	S	-	Uncharacterized protein																																																		
11834	arCOG13091	S	-	Uncharacterized protein																																																		
11835	arCOG11853	S	-	Uncharacterized protein																																																		
11836	arCOG11854	S	-	Uncharacterized protein																																																		
11837	arCOG11855	R	-	Acyl transferase		pfam00698		TIGR00128																																														
11838	arCOG14345	S	-	Uncharacterized protein		pfam05532																																																
11839	arCOG12270	S	-	Uncharacterized protein																																																		
11840	arCOG13097	S	-	Uncharacterized protein																																																		
11841	arCOG13098	S	-	Uncharacterized protein																																																		
11842	arCOG12274	S	-	Uncharacterized protein																																																		
11843	arCOG11862	S	-	Uncharacterized protein																																																		
11844	arCOG11863	I	-	Membrane diacylglycerol kinase	COG00818	pfam01219	cd14263																																															
11845	arCOG11865	S	-	Uncharacterized protein																																																		
11846	arCOG11866	S	-	Uncharacterized protein																																																		
11847	arCOG14354	S	-	Uncharacterized protein																																																		
11848	arCOG11869	S	-	Uncharacterized protein																																																		
11849	arCOG11870	S	-	Uncharacterized protein																																																		
11850	arCOG13111	V	-	"DNA-binding protein, potential antitoxin AbrB/MazE fold"	COG02880																																																	
11851	arCOG11872	T	-	Sensory rhodopsin transducer	SC.00985	pfam07100																																																
11852	arCOG11874	S	-	Uncharacterized protein																																																		
11853	arCOG14360	S	-	Uncharacterized protein																																																		
11854	arCOG14361	V	-	Halocin S8																																																		
11855	arCOG14362	S	-	Uncharacterized membrane protein																																																		
11856	arCOG12291	S	-	Uncharacterized protein																																																		
11857	arCOG13123	S	-	Uncharacterized protein																																																		
11858	arCOG13124	S	-	Uncharacterized protein																																																		
11859	arCOG13125	S	-	Uncharacterized protein																																																		
11860	arCOG14368	V	-	MORC family GHKL ATPase																																																		
11861	arCOG13127	S	-	Uncharacterized protein			cd11479																																															
11862	arCOG12297	S	-	Uncharacterized protein																																																		
11863	arCOG14371	S	-	Uncharacterized protein																																																		
11864	arCOG12299	S	-	Uncharacterized protein																																																		
11865	arCOG14373	S	-	Uncharacterized protein																																																		
11866	arCOG12301	J	-	SpoU-like rRNA methylase	COG04080	pfam00588		TIGR00185																																														
11867	arCOG14375	S	-	Uncharacterized protein																																																		
11868	arCOG13563	S	-	Uncharacterized protein																																																		
11869	arCOG14753	S	-	Uncharacterized protein																																																		
11870	arCOG13139	S	-	Uncharacterized membrane protein																																																		
11871	arCOG13141	M	-	Glycosyl hydrolase family 67		"pfam03648,pfam07488,pfam07477"																																																
11872	arCOG13142	S	-	Uncharacterized protein																																																		
11873	arCOG11895	S	-	Uncharacterized protein																																																		
11874	arCOG14382	S	-	Uncharacterized protein																																																		
11875	arCOG12311	S	-	Uncharacterized protein																																																		
11876	arCOG14384	S	-	Uncharacterized membrane protein	SC.00408	pfam11755																																																
11877	arCOG13147	S	-	Uncharacterized protein																																																		
11878	arCOG13148	S	-	Uncharacterized membrane protein																																																		
11879	arCOG13575	S	-	Uncharacterized protein																																																		
11880	arCOG11903	S	-	Uncharacterized protein																																																		
11881	arCOG11904	S	-	Uncharacterized membrane protein																																																		
11882	arCOG11905	S	-	Uncharacterized protein																																																		
11883	arCOG11906	S	-	Uncharacterized protein																																																		
11884	arCOG12321	Q	-	Hydroxyneurosporene synthase related enzyme	COG05621	pfam07143																																																
11885	arCOG13159	S	-	Uncharacterized protein																																																		
11886	arCOG13160	S	-	Uncharacterized membrane protein																																																		
11887	arCOG14395	S	-	Uncharacterized protein																																																		
11888	arCOG11911	S	-	Uncharacterized protein																																																		
11889	arCOG14398	S	-	Uncharacterized protein																																																		
11890	arCOG14399	S	-	Uncharacterized protein																																																		
11891	arCOG14400	S	-	Uncharacterized protein																																																		
11892	arCOG11916	S	-	Uncharacterized membrane protein		pfam11139																																																
11893	arCOG11917	S	-	Uncharacterized membrane protein																																																		
11894	arCOG14781	S	-	Uncharacterized protein																																																		
11895	arCOG13593	S	-	Uncharacterized protein																																																		
11896	arCOG14783	S	-	Uncharacterized protein																																																		
11897	arCOG14406	S	-	Uncharacterized protein																																																		
11898	arCOG11922	S	-	Uncharacterized protein, DUF4238 family		pfam14022																																																
11899	arCOG14409	X	-	Primpol domain containing protein																																																		
11900	arCOG14410	S	-	Uncharacterized protein																																																		
11901	arCOG11925	V	-	HEPN domain containing protein		pfam09509		TIGR02391																																														
11902	arCOG11926	S	-	Uncharacterized protein																																																		
11903	arCOG11928	S	-	Uncharacterized protein																																																		
11904	arCOG11929	S	-	Uncharacterized protein																																																		
11905	arCOG14415	S	-	Uncharacterized protein																																																		
11906	arCOG11931	S	-	Uncharacterized protein	SC.00547																																																	
11907	arCOG11932	S	-	Uncharacterized protein																																																		
11908	arCOG11933	S	-	Uncharacterized protein																																																		
11909	arCOG13184	S	-	Uncharacterized protein																																																		
11910	arCOG13185	S	-	Uncharacterized membrane protein																																																		
11911	arCOG13186	S	-	Uncharacterized protein																																																		
11912	arCOG13187	S	-	Uncharacterized protein																																																		
11913	arCOG14423	S	-	Uncharacterized protein																																																		
11914	arCOG11939	N	-	Surface protein, associated with type IV pili like system	SC.00986																																																	
11915	arCOG13614	S	-	Uncharacterized protein																																																		
11916	arCOG13192	S	-	Uncharacterized protein																																																		
11917	arCOG13193	S	-	Uncharacterized protein																																																		
11918	arCOG11945	S	-	Uncharacterized protein																																																		
11919	arCOG12361	S	-	Uncharacterized protein																																																		
11920	arCOG14430	S	-	Uncharacterized protein																																																		
11921	arCOG13622	S	-	Uncharacterized protein																																																		
11922	arCOG13198	S	-	Uncharacterized protein																																																		
11923	arCOG14433	S	-	Uncharacterized protein																																																		
11924	arCOG13200	S	-	Uncharacterized protein																																																		
11925	arCOG14435	S	-	Uncharacterized protein																																																		
11926	arCOG13202	S	-	Uncharacterized protein																																																		
11927	arCOG14438	S	-	Uncharacterized protein																																																		
11928	arCOG11955	S	-	Uncharacterized protein																																																		
11929	arCOG11956	S	-	Uncharacterized membrane protein																																																		
11930	arCOG12372	S	-	Uncharacterized protein																																																		
11931	arCOG11958	S	-	Uncharacterized membrane protein																																																		
11932	arCOG13637	S	-	Uncharacterized protein																																																		
11933	arCOG11960	S	-	Uncharacterized protein																																																		
11934	arCOG12378	N	-	"Secreted protein, component of type IV pili like system"																																																		
11935	arCOG12379	S	-	Uncharacterized protein																																																		
11936	arCOG11963	S	-	Uncharacterized membrane protein																																																		
11937	arCOG11964	S	-	Uncharacterized protein																																																		
11938	arCOG11965	S	-	Uncharacterized protein																																																		
11939	arCOG11966	S	-	Uncharacterized protein																																																		
11940	arCOG14451	S	-	Uncharacterized protein	SC.00795																																																	
